registro_id,calle,altura,ciudad,barrio,latitud,longitud,distancia_corralon_km,direccion_osm,clave_direccion_fuente,frecuencia_direccion_fuente,estado_calidad,motivo_revision
DG-0563,Moreno,3444,Granadero Baigorria,Centro,-32.8633748,-60.7052683,2.239862,"Moreno, Centro, Granadero Baigorria, Municipio de Granadero Baigorria, Gran Rosario, Departamento Rosario, Santa Fe, 2152, Argentina",moreno|3444|granadero baigorria,2,APTO_ENTRENAMIENTO,
DG-0564,Baigorria,3471,Granadero Baigorria,Centro,-32.8583562,-60.7074002,1.731933,"Hierros Baigorria, Centro, Granadero Baigorria, Municipio de Granadero Baigorria, Gran Rosario, Departamento Rosario, Santa Fe, 2152, Argentina",baigorria|3471|granadero baigorria,1,APTO_ENTRENAMIENTO,
DG-0565,Paso,965,Rosario,Lisandro de la Torre,-32.9192501,-60.6772099,8.840746,"965, Avenida Juan José Paso, Lisandro de la Torre, Distrito Norte, Rosario, Municipio de Rosario, Gran Rosario, Departamento Rosario, Santa Fe, S2000, Argentina",paso|965|rosario,1,APTO_ENTRENAMIENTO,
DG-0566,Los Alerces,8169,Granadero Baigorria,No especificado,-32.8501629,-60.7188567,0.362195,"Los Alerces, Granadero Baigorria, Municipio de Granadero Baigorria, Gran Rosario, Departamento Rosario, Santa Fe, 2152, Argentina",los alerces|8169|granadero baigorria,1,APTO_ENTRENAMIENTO,
DG-0567,Las Acacias,8140,Ibarlucea,Autostrada,-32.8668868,-60.7289575,2.020957,"8140, Las Acacias, Autostrada, Ybarlucea, Municipio de Ybarlucea, Gran Rosario, Departamento Rosario, Santa Fe, S2142, Argentina",las acacias|8140|ibarlucea,2,APTO_ENTRENAMIENTO,
DG-0568,Canals,730,Rosario,General Las Heras,-32.9901982,-60.6440459,17.279969,"730, Juan Canals, Villa Olímpica, General Las Heras, Distrito Sur, Rosario, Municipio de Rosario, Gran Rosario, Departamento Rosario, Santa Fe, S2000, Argentina",canals|730|rosario,1,APTO_ENTRENAMIENTO,
DG-0569,Los Pinos,3212,Granadero Baigorria,Los Pinos,-32.8515984,-60.7034819,1.805971,"Los Pinos, Granadero Baigorria, Municipio de Granadero Baigorria, Gran Rosario, Departamento Rosario, Santa Fe, 2152, Argentina",los pinos|3212|granadero baigorria,1,APTO_ENTRENAMIENTO,
DG-0570,Paso,839,Rosario,Lisandro de la Torre,-32.9192092,-60.6756733,8.906548,"839, Avenida Juan José Paso, Lisandro de la Torre, Distrito Norte, Rosario, Municipio de Rosario, Gran Rosario, Departamento Rosario, Santa Fe, S2000, Argentina",paso|839|rosario,1,APTO_ENTRENAMIENTO,
DG-0571,Los Aromos,3381,Granadero Baigorria,Los Naranjos,-32.8632600,-60.6922996,3.221707,"Los Aromos, Los Naranjos, Granadero Baigorria, Municipio de Granadero Baigorria, Gran Rosario, Departamento Rosario, Santa Fe, 2152, Argentina",los aromos|3381|granadero baigorria,1,APTO_ENTRENAMIENTO,
DG-0572,Calle 1,261,Granadero Baigorria,Los Robles,-32.8494882,-60.7102497,1.158653,"261, Intendente Sorigotti, Bon Vivant, Los Robles, Granadero Baigorria, Municipio de Granadero Baigorria, Gran Rosario, Departamento Rosario, Santa Fe, 2152, Argentina",calle 1|261|granadero baigorria,2,APTO_ENTRENAMIENTO,
DG-0573,Calle 1,262,Granadero Baigorria,Los Robles,-32.8494909,-60.7102623,1.157475,"262, Intendente Sorigotti, Bon Vivant, Los Robles, Granadero Baigorria, Municipio de Granadero Baigorria, Gran Rosario, Departamento Rosario, Santa Fe, 2152, Argentina",calle 1|262|granadero baigorria,1,APTO_ENTRENAMIENTO,
DG-0574,Calle 12,2580,Granadero Baigorria,Los Robles,-32.8474934,-60.7133470,0.897522,"Calle 12, Bon Vivant, Los Robles, Granadero Baigorria, Municipio de Granadero Baigorria, Gran Rosario, Departamento Rosario, Santa Fe, 2152, Argentina",calle 12|2580|granadero baigorria,2,APTO_ENTRENAMIENTO,
DG-0575,García Lorca,1676,Granadero Baigorria,No especificado,-32.8577907,-60.7258976,0.970364,"1676, Federico García Lorca, Municipio de Granadero Baigorria, Gran Rosario, Departamento Rosario, Santa Fe, 2152, Argentina",garcia lorca|1676|granadero baigorria,1,APTO_ENTRENAMIENTO,
DG-0576,Callao,2136,Granadero Baigorria,No especificado,-32.8534379,-60.7223596,0.438665,"2136, Callao, Granadero Baigorria, Municipio de Granadero Baigorria, Gran Rosario, Departamento Rosario, Santa Fe, 2152, Argentina",callao|2136|granadero baigorria,3,APTO_ENTRENAMIENTO,
DG-0577,Carriego,1077,Granadero Baigorria,San Miguel,-32.8612234,-60.7138106,1.543166,"Pasaje E. Carriego, San Miguel, Granadero Baigorria, Municipio de Granadero Baigorria, Gran Rosario, Departamento Rosario, Santa Fe, 2152, Argentina",carriego|1077|granadero baigorria,1,APTO_ENTRENAMIENTO,
DG-0578,Estanislao López,2128,Granadero Baigorria,No especificado,-32.8534909,-60.7216606,0.453283,"2128, Estanislao López, Granadero Baigorria, Municipio de Granadero Baigorria, Gran Rosario, Departamento Rosario, Santa Fe, 2152, Argentina",estanislao lopez|2128|granadero baigorria,1,APTO_ENTRENAMIENTO,
DG-0579,Estanislao López,2150,Granadero Baigorria,No especificado,-32.8532365,-60.7217420,0.424041,"2150, Estanislao López, Granadero Baigorria, Municipio de Granadero Baigorria, Gran Rosario, Departamento Rosario, Santa Fe, 2152, Argentina",estanislao lopez|2150|granadero baigorria,1,APTO_ENTRENAMIENTO,
DG-0580,José Ingenieros,1998,Granadero Baigorria,Bon Vivant,-32.8481077,-60.7016804,1.965279,"José Ingenieros, Bon Vivant, Granadero Baigorria, Municipio de Granadero Baigorria, Gran Rosario, Departamento Rosario, Santa Fe, 2152, Argentina",jose ingenieros|1998|granadero baigorria,1,APTO_ENTRENAMIENTO,
DG-0581,Belgrano,623,Granadero Baigorria,Centro,-32.8645038,-60.7048614,2.354769,"Belgrano, Centro, Granadero Baigorria, Municipio de Granadero Baigorria, Gran Rosario, Departamento Rosario, Santa Fe, 2152, Argentina",belgrano|623|granadero baigorria,2,APTO_ENTRENAMIENTO,
DG-0582,Belgrano,818,Granadero Baigorria,Centro,-32.8645038,-60.7048614,2.354769,"Belgrano, Centro, Granadero Baigorria, Municipio de Granadero Baigorria, Gran Rosario, Departamento Rosario, Santa Fe, 2152, Argentina",belgrano|818|granadero baigorria,1,APTO_ENTRENAMIENTO,
DG-0583,Dorrego,2713,Granadero Baigorria,Los Robles,-32.8428550,-60.7142063,1.081064,"Coronel Dorrego, Los Robles, Granadero Baigorria, Municipio de Granadero Baigorria, Gran Rosario, Departamento Rosario, Santa Fe, 2152, Argentina",dorrego|2713|granadero baigorria,1,APTO_ENTRENAMIENTO,
DG-0584,Los Aromos,3300,Granadero Baigorria,Los Naranjos,-32.8632600,-60.6922996,3.221707,"Los Aromos, Los Naranjos, Granadero Baigorria, Municipio de Granadero Baigorria, Gran Rosario, Departamento Rosario, Santa Fe, 2152, Argentina",los aromos|3300|granadero baigorria,1,APTO_ENTRENAMIENTO,
DG-0585,Calle 1,362,Granadero Baigorria,Los Robles,-32.8500470,-60.7128305,0.919573,"362, Intendente Sorigotti, Bon Vivant, Los Robles, Granadero Baigorria, Municipio de Granadero Baigorria, Gran Rosario, Departamento Rosario, Santa Fe, 2152, Argentina",calle 1|362|granadero baigorria,12,APTO_ENTRENAMIENTO,
DG-0586,Maipú,744,Rosario,Rosario Centro,-32.9465630,-60.6351355,13.536998,"744, Maipú, Rosario Centro, Distrito Centro, Rosario, Municipio de Rosario, Gran Rosario, Departamento Rosario, Santa Fe, 2000, Argentina",maipu|744|rosario,1,APTO_ENTRENAMIENTO,
DG-0587,Maipú,1630,Rosario,Rosario Centro,-32.9569679,-60.6379632,14.328679,"1630, Maipú, Paseo Pellegrini, Rosario Centro, Distrito Centro, Rosario, Municipio de Rosario, Gran Rosario, Departamento Rosario, Santa Fe, 2000, Argentina",maipu|1630|rosario,1,APTO_ENTRENAMIENTO,
DG-0588,Colón,1840,Granadero Baigorria,Los Robles,-32.8399090,-60.7106958,1.544436,"Cristobal Colón, Los Robles, Granadero Baigorria, Municipio de Granadero Baigorria, Gran Rosario, Departamento Rosario, Santa Fe, 2152, Argentina",colon|1840|granadero baigorria,2,APTO_ENTRENAMIENTO,
DG-0589,Estanislao López,1906,Granadero Baigorria,No especificado,-32.8556754,-60.7207894,0.708332,"1906, Estanislao López, Granadero Baigorria, Municipio de Granadero Baigorria, Gran Rosario, Departamento Rosario, Santa Fe, 2152, Argentina",estanislao lopez|1906|granadero baigorria,1,APTO_ENTRENAMIENTO,
DG-0590,Chacabuco,1128,Granadero Baigorria,Centro,-32.8607889,-60.7059979,1.998961,"1128, Chacabuco, Centro, Granadero Baigorria, Municipio de Granadero Baigorria, Gran Rosario, Departamento Rosario, Santa Fe, 2152, Argentina",chacabuco|1128|granadero baigorria,1,APTO_ENTRENAMIENTO,
DG-0591,Maipú,2349,Rosario,República de la Sexta,-32.9652712,-60.6399405,15.011302,"2349, Maipú, República de la Sexta, Distrito Centro, Rosario, Municipio de Rosario, Gran Rosario, Departamento Rosario, Santa Fe, 2000, Argentina",maipu|2349|rosario,2,APTO_ENTRENAMIENTO,
DG-0592,Riobamba,3229,Rosario,Rosario Centro,-32.9578409,-60.6716140,12.955003,"3229, Riobamba, Rosario Centro, Cinco Esquinas, Distrito Oeste, Municipio de Rosario, Gran Rosario, Departamento Rosario, Santa Fe, 2003, Argentina",riobamba|3229|rosario,1,APTO_ENTRENAMIENTO,
DG-0593,Av. Andrés,3299,Granadero Baigorria,Los Naranjos,-32.8624336,-60.6971448,2.783021,"Avenida Andrés Vietti, Los Naranjos, Granadero Baigorria, Municipio de Granadero Baigorria, Gran Rosario, Departamento Rosario, Santa Fe, 2152, Argentina",av. andres|3299|granadero baigorria,1,APTO_ENTRENAMIENTO,
DG-0594,12 de Octubre,310,Granadero Baigorria,Los Robles,-32.8405771,-60.7105464,1.504561,"12 de Octubre, Los Robles, Granadero Baigorria, Municipio de Granadero Baigorria, Gran Rosario, Departamento Rosario, Santa Fe, 2152, Argentina",12 de octubre|310|granadero baigorria,1,APTO_ENTRENAMIENTO,
DG-0595,Paso,709,Rosario,Lisandro de la Torre,-32.9191728,-60.6743553,8.964308,"709, Avenida Juan José Paso, Lisandro de la Torre, Distrito Norte, Rosario, Municipio de Rosario, Gran Rosario, Departamento Rosario, Santa Fe, S2000, Argentina",paso|709|rosario,1,APTO_ENTRENAMIENTO,
DG-0596,Buenos Aires,706,Granadero Baigorria,Correo,-32.8653332,-60.7082512,2.215628,"Avenida Buenos Aires, Correo, Granadero Baigorria, Municipio de Granadero Baigorria, Gran Rosario, Departamento Rosario, Santa Fe, 2152, Argentina",buenos aires|706|granadero baigorria,1,APTO_ENTRENAMIENTO,
DG-0597,Jujuy,2109,Granadero Baigorria,Santa Rita,-32.8376724,-60.7047243,2.129601,"Jujuy Pasage, Santa Rita, Granadero Baigorria, Municipio de Granadero Baigorria, Gran Rosario, Departamento Rosario, Santa Fe, 2152, Argentina",jujuy|2109|granadero baigorria,1,APTO_ENTRENAMIENTO,
DG-0598,Mitre,1094,Granadero Baigorria,San Miguel,-32.8611585,-60.7210201,1.305244,"1094, Mitre, San Miguel, Granadero Baigorria, Municipio de Granadero Baigorria, Gran Rosario, Departamento Rosario, Santa Fe, 2152, Argentina",mitre|1094|granadero baigorria,2,APTO_ENTRENAMIENTO,
DG-0599,Guayaquil,1441,Rosario,La Florida,-32.8838500,-60.6937982,4.674525,"Guayaquil, La Florida, Alberdi, Distrito Norte, Rosario, Municipio de Rosario, Gran Rosario, Departamento Rosario, Santa Fe, S2000, Argentina",guayaquil|1441|rosario,1,APTO_ENTRENAMIENTO,
DG-0600,Los Álamos,269,Funes,Los Solares,-32.9276739,-60.7910671,10.787343,"269, Los Álamos, Los Solares, Zona 4, Funes, Municipio de Funes, Gran Rosario, Departamento Rosario, Santa Fe, S2132, Argentina",los alamos|269|funes,1,APTO_ENTRENAMIENTO,
DG-0601,Santiago,1216,Granadero Baigorria,Nuestra Señora de La Paz,-32.8634672,-60.7276944,1.622841,"Pasaje Santiago, Nuestra Señora de La Paz, Municipio de Granadero Baigorria, Gran Rosario, Departamento Rosario, Santa Fe, 2152, Argentina",santiago|1216|granadero baigorria,1,APTO_ENTRENAMIENTO,
DG-0602,Santiago,1316,Granadero Baigorria,Nuestra Señora de La Paz,-32.8634672,-60.7276944,1.622841,"Pasaje Santiago, Nuestra Señora de La Paz, Municipio de Granadero Baigorria, Gran Rosario, Departamento Rosario, Santa Fe, 2152, Argentina",santiago|1316|granadero baigorria,1,APTO_ENTRENAMIENTO,
DG-0603,Calle 1,302,Granadero Baigorria,Los Robles,-32.8496550,-60.7110548,1.083579,"302, Intendente Sorigotti, Bon Vivant, Los Robles, Granadero Baigorria, Municipio de Granadero Baigorria, Gran Rosario, Departamento Rosario, Santa Fe, 2152, Argentina",calle 1|302|granadero baigorria,2,APTO_ENTRENAMIENTO,
DG-0604,Calle 12,2349,Granadero Baigorria,Los Robles,-32.8490192,-60.7127827,0.923587,"2349, Calle 12, Bon Vivant, Los Robles, Granadero Baigorria, Municipio de Granadero Baigorria, Gran Rosario, Departamento Rosario, Santa Fe, 2152, Argentina",calle 12|2349|granadero baigorria,1,APTO_ENTRENAMIENTO,
DG-0605,Pellegrini,88,Rosario,Rosario Centro,-32.9597456,-60.6265913,15.188839,"88, Avenida Carlos Pellegrini, Rosario Centro, Distrito Centro, Rosario, Municipio de Rosario, Gran Rosario, Departamento Rosario, Santa Fe, 2000, Argentina",pellegrini|88|rosario,1,APTO_ENTRENAMIENTO,
DG-0606,Almirante Brown,60,Granadero Baigorria,San Miguel,-32.8598714,-60.7206137,1.168809,"Almirante Brown, San Miguel, Granadero Baigorria, Municipio de Granadero Baigorria, Gran Rosario, Departamento Rosario, Santa Fe, 2152, Argentina",almirante brown|60|granadero baigorria,1,APTO_ENTRENAMIENTO,
DG-0607,Granaderos,132,Granadero Baigorria,No especificado,-32.8686538,-60.7171599,2.190674,"Avenida de los Granaderos, Granadero Baigorria, Municipio de Granadero Baigorria, Gran Rosario, Departamento Rosario, Santa Fe, 2152, Argentina",granaderos|132|granadero baigorria,1,APTO_ENTRENAMIENTO,
DG-0608,Pavón,3479,Rosario,General Las Heras,-32.9940213,-60.6344509,18.056060,"Pavón, Villa Olímpica, General Las Heras, Distrito Sur, Rosario, Municipio de Rosario, Gran Rosario, Departamento Rosario, Santa Fe, S2000, Argentina",pavon|3479|rosario,1,APTO_ENTRENAMIENTO,
DG-0609,Pavón,3452,Rosario,General Las Heras,-32.9955844,-60.6343561,18.214892,"Pavón, Villa Olímpica, General Las Heras, Distrito Sur, Rosario, Municipio de Rosario, Gran Rosario, Departamento Rosario, Santa Fe, S2000, Argentina",pavon|3452|rosario,1,APTO_ENTRENAMIENTO,
DG-0610,Pavón,3410,Rosario,General Las Heras,-32.9955844,-60.6343561,18.214892,"Pavón, Villa Olímpica, General Las Heras, Distrito Sur, Rosario, Municipio de Rosario, Gran Rosario, Departamento Rosario, Santa Fe, S2000, Argentina",pavon|3410|rosario,1,APTO_ENTRENAMIENTO,
DG-0611,Pavón,3238,Rosario,Parque Regional Sur,-33.0021558,-60.6340790,18.880600,"Pavón, Parque Regional Sur, Presidente Roque Saenz Peña, Distrito Sur, Rosario, Municipio de Rosario, Gran Rosario, Departamento Rosario, Santa Fe, S2000, Argentina",pavon|3238|rosario,1,APTO_ENTRENAMIENTO,
DG-0612,Pavón,077,Rosario,General Las Heras,-32.9940213,-60.6344509,18.056060,"Pavón, Villa Olímpica, General Las Heras, Distrito Sur, Rosario, Municipio de Rosario, Gran Rosario, Departamento Rosario, Santa Fe, S2000, Argentina",pavon|077|rosario,1,APTO_ENTRENAMIENTO,
DG-0613,Pavón,1430,Funes,Funes Town,-32.9062362,-60.8573728,14.073961,"1430, Pavón, Funes Town, Zona 8, Funes, Municipio de Funes, Gran Rosario, Departamento Rosario, Santa Fe, S2132, Argentina",pavon|1430|funes,1,APTO_ENTRENAMIENTO,
DG-0614,Pavón,267,Rosario,General Las Heras,-32.9940213,-60.6344509,18.056060,"Pavón, Villa Olímpica, General Las Heras, Distrito Sur, Rosario, Municipio de Rosario, Gran Rosario, Departamento Rosario, Santa Fe, S2000, Argentina",pavon|267|rosario,1,APTO_ENTRENAMIENTO,
DG-0615,Pavón,361,Rosario,General Las Heras,-32.9955844,-60.6343561,18.214892,"Pavón, Villa Olímpica, General Las Heras, Distrito Sur, Rosario, Municipio de Rosario, Gran Rosario, Departamento Rosario, Santa Fe, S2000, Argentina",pavon|361|rosario,1,APTO_ENTRENAMIENTO,
DG-0616,Iguazú,727,Rosario,Lisandro de la Torre,-32.9205655,-60.6861987,8.604064,"Iguazú, Lisandro de la Torre, Distrito Norte, Rosario, Municipio de Rosario, Gran Rosario, Departamento Rosario, Santa Fe, S2000, Argentina",iguazu|727|rosario,1,APTO_ENTRENAMIENTO,
DG-0617,Pancho Ramírez,904,Granadero Baigorria,No especificado,-32.8548980,-60.7197362,0.659116,"904, Pancho Ramírez, Granadero Baigorria, Municipio de Granadero Baigorria, Gran Rosario, Departamento Rosario, Santa Fe, 2152, Argentina",pancho ramirez|904|granadero baigorria,1,APTO_ENTRENAMIENTO,
DG-0618,Maipú,2349,Rosario,República de la Sexta,-32.9652712,-60.6399405,15.011302,"2349, Maipú, República de la Sexta, Distrito Centro, Rosario, Municipio de Rosario, Gran Rosario, Departamento Rosario, Santa Fe, 2000, Argentina",maipu|2349|rosario,2,APTO_ENTRENAMIENTO,
DG-0619,Formosa,921,Granadero Baigorria,Santa Rita,-32.8415443,-60.7034249,2.002319,"Formosa, Santa Rita, Granadero Baigorria, Municipio de Granadero Baigorria, Gran Rosario, Departamento Rosario, Santa Fe, 2152, Argentina",formosa|921|granadero baigorria,1,APTO_ENTRENAMIENTO,
DG-0620,Ibarlucea,1944,Granadero Baigorria,Los Robles,-32.8408161,-60.7029872,2.075502,"Juan Manuel Ibarlucea, Los Robles, Granadero Baigorria, Municipio de Granadero Baigorria, Gran Rosario, Departamento Rosario, Santa Fe, 2152, Argentina",ibarlucea|1944|granadero baigorria,1,APTO_ENTRENAMIENTO,
DG-0621,Uruguay,2091,Granadero Baigorria,Santa Rita,-32.8420327,-60.6978551,2.460922,"Pasaje Uruguay, Santa Rita, Granadero Baigorria, Municipio de Granadero Baigorria, Gran Rosario, Departamento Rosario, Santa Fe, 2152, Argentina",uruguay|2091|granadero baigorria,1,APTO_ENTRENAMIENTO,
DG-0622,Avellaneda,2279,Rosario,Cinco Esquinas,-32.9565612,-60.6833827,12.456360,"2279, Bulevar Nicolás Avellaneda, Cinco Esquinas, Distrito Oeste, Municipio de Rosario, Gran Rosario, Departamento Rosario, Santa Fe, 2003, Argentina",avellaneda|2279|rosario,1,APTO_ENTRENAMIENTO,
DG-0623,Pueyrredón,877,Granadero Baigorria,Centro,-32.8632951,-60.7035665,2.351860,"877, Pueyrredon, Centro, Granadero Baigorria, Municipio de Granadero Baigorria, Gran Rosario, Departamento Rosario, Santa Fe, 2152, Argentina",pueyrredon|877|granadero baigorria,1,APTO_ENTRENAMIENTO,
DG-0624,Catriel,1150,Granadero Baigorria,No especificado,-32.8556638,-60.7157862,0.938671,"Catriel, Granadero Baigorria, Municipio de Granadero Baigorria, Gran Rosario, Departamento Rosario, Santa Fe, 2152, Argentina",catriel|1150|granadero baigorria,1,APTO_ENTRENAMIENTO,
DG-0625,Dorrego,224,Granadero Baigorria,Los Robles,-32.8428550,-60.7142063,1.081064,"Coronel Dorrego, Los Robles, Granadero Baigorria, Municipio de Granadero Baigorria, Gran Rosario, Departamento Rosario, Santa Fe, 2152, Argentina",dorrego|224|granadero baigorria,2,APTO_ENTRENAMIENTO,
DG-0626,Calle 1,362,Granadero Baigorria,Los Robles,-32.8500470,-60.7128305,0.919573,"362, Intendente Sorigotti, Bon Vivant, Los Robles, Granadero Baigorria, Municipio de Granadero Baigorria, Gran Rosario, Departamento Rosario, Santa Fe, 2152, Argentina",calle 1|362|granadero baigorria,12,APTO_ENTRENAMIENTO,
DG-0627,Calle 12,2408,Granadero Baigorria,Los Robles,-32.8478538,-60.7131524,0.906199,"2408, Calle 12, Bon Vivant, Los Robles, Granadero Baigorria, Municipio de Granadero Baigorria, Gran Rosario, Departamento Rosario, Santa Fe, 2152, Argentina",calle 12|2408|granadero baigorria,2,APTO_ENTRENAMIENTO,
DG-0628,Mitre,1112,Granadero Baigorria,San Miguel,-32.8612500,-60.7213806,1.311871,"1112, Mitre, San Miguel, Granadero Baigorria, Municipio de Granadero Baigorria, Gran Rosario, Departamento Rosario, Santa Fe, 2152, Argentina",mitre|1112|granadero baigorria,3,APTO_ENTRENAMIENTO,
DG-0629,Buenos Aires,604,Granadero Baigorria,Correo,-32.8653332,-60.7082512,2.215628,"Avenida Buenos Aires, Correo, Granadero Baigorria, Municipio de Granadero Baigorria, Gran Rosario, Departamento Rosario, Santa Fe, 2152, Argentina",buenos aires|604|granadero baigorria,1,APTO_ENTRENAMIENTO,
DG-0630,Mitre,873,Granadero Baigorria,San Miguel,-32.8602940,-60.7177364,1.285041,"873, Mitre, San Miguel, Granadero Baigorria, Municipio de Granadero Baigorria, Gran Rosario, Departamento Rosario, Santa Fe, 2152, Argentina",mitre|873|granadero baigorria,3,APTO_ENTRENAMIENTO,
DG-0631,Los Sauces,3361,Granadero Baigorria,Los Naranjos,-32.8638363,-60.6940242,3.113204,"Los Sauces, Los Naranjos, Granadero Baigorria, Municipio de Granadero Baigorria, Gran Rosario, Departamento Rosario, Santa Fe, 2152, Argentina",los sauces|3361|granadero baigorria,1,APTO_ENTRENAMIENTO,
DG-0632,Los Sauces,3228,Granadero Baigorria,Los Naranjos,-32.8638363,-60.6940242,3.113204,"Los Sauces, Los Naranjos, Granadero Baigorria, Municipio de Granadero Baigorria, Gran Rosario, Departamento Rosario, Santa Fe, 2152, Argentina",los sauces|3228|granadero baigorria,1,APTO_ENTRENAMIENTO,
DG-0633,Balcarce,354,Granadero Baigorria,San Miguel,-32.8636442,-60.7162121,1.683846,"Balcarce, San Miguel, Granadero Baigorria, Municipio de Granadero Baigorria, Gran Rosario, Departamento Rosario, Santa Fe, 2152, Argentina",balcarce|354|granadero baigorria,1,APTO_ENTRENAMIENTO,
DG-0634,La Cautiva,1781,Granadero Baigorria,Bon Vivant,-32.8551143,-60.7124764,1.137240,"1781, La Cautiva, Bon Vivant, Granadero Baigorria, Municipio de Granadero Baigorria, Gran Rosario, Departamento Rosario, Santa Fe, 2152, Argentina",la cautiva|1781|granadero baigorria,1,APTO_ENTRENAMIENTO,
DG-0635,Las Acacias,8100,Ibarlucea,Autostrada,-32.8669043,-60.7294542,2.036809,"8100, Las Acacias, Autostrada, Ybarlucea, Municipio de Ybarlucea, Gran Rosario, Departamento Rosario, Santa Fe, S2142, Argentina",las acacias|8100|ibarlucea,1,APTO_ENTRENAMIENTO,
DG-0636,Díaz Vélez,1139,Granadero Baigorria,San Miguel,-32.8590172,-60.7219455,1.060261,"Díaz Vélez bis, San Miguel, Granadero Baigorria, Municipio de Granadero Baigorria, Gran Rosario, Departamento Rosario, Santa Fe, 2152, Argentina",diaz velez|1139|granadero baigorria,1,APTO_ENTRENAMIENTO,
DG-0637,Brown,715,Granadero Baigorria,San Miguel,-32.8587314,-60.7157918,1.210081,"715, Almirante Brown, San Miguel, Granadero Baigorria, Municipio de Granadero Baigorria, Gran Rosario, Departamento Rosario, Santa Fe, 2152, Argentina",brown|715|granadero baigorria,1,APTO_ENTRENAMIENTO,
DG-0638,Lugones,214,Granadero Baigorria,No especificado,-32.8578680,-60.7193536,0.980131,"Leopoldo Lugones, Granadero Baigorria, Municipio de Granadero Baigorria, Gran Rosario, Departamento Rosario, Santa Fe, 2152, Argentina",lugones|214|granadero baigorria,1,APTO_ENTRENAMIENTO,
DG-0639,Calle 12,2472,Granadero Baigorria,Los Robles,-32.8467910,-60.7134511,0.910880,"2472, Calle 12, Bon Vivant, Los Robles, Granadero Baigorria, Municipio de Granadero Baigorria, Gran Rosario, Departamento Rosario, Santa Fe, 2152, Argentina",calle 12|2472|granadero baigorria,2,APTO_ENTRENAMIENTO,
DG-0640,Asunción,70,Granadero Baigorria,Nuestra Señora de La Paz,-32.8636147,-60.7269704,1.620403,"Asunción, Nuestra Señora de La Paz, Municipio de Granadero Baigorria, Gran Rosario, Departamento Rosario, Santa Fe, 2152, Argentina",asuncion|70|granadero baigorria,1,APTO_ENTRENAMIENTO,
DG-0641,José Hernández,2050,Granadero Baigorria,No especificado,-32.8545860,-60.7225637,0.565533,"2050, José Hernández, Granadero Baigorria, Municipio de Granadero Baigorria, Gran Rosario, Departamento Rosario, Santa Fe, 2152, Argentina",jose hernandez|2050|granadero baigorria,3,APTO_ENTRENAMIENTO,
DG-0642,Felipe Varela,1358,Granadero Baigorria,San Miguel,-32.8632559,-60.7239702,1.534462,"Felipe Varela, San Miguel, Granadero Baigorria, Municipio de Granadero Baigorria, Gran Rosario, Departamento Rosario, Santa Fe, 2152, Argentina",felipe varela|1358|granadero baigorria,1,APTO_ENTRENAMIENTO,
DG-0643,Díaz Vélez,27,Granadero Baigorria,San Miguel,-32.8590172,-60.7219455,1.060261,"Díaz Vélez bis, San Miguel, Granadero Baigorria, Municipio de Granadero Baigorria, Gran Rosario, Departamento Rosario, Santa Fe, 2152, Argentina",diaz velez|27|granadero baigorria,1,APTO_ENTRENAMIENTO,
DG-0644,Paine,785,Granadero Baigorria,No especificado,-32.8570825,-60.7173703,0.976868,"785, Paine, Granadero Baigorria, Municipio de Granadero Baigorria, Gran Rosario, Departamento Rosario, Santa Fe, 2152, Argentina",paine|785|granadero baigorria,1,APTO_ENTRENAMIENTO,
DG-0645,Pueyrredón,542,Granadero Baigorria,Centro,-32.8615431,-60.7041803,2.184141,"Pueyrredon, Centro, Granadero Baigorria, Municipio de Granadero Baigorria, Gran Rosario, Departamento Rosario, Santa Fe, 2152, Argentina",pueyrredon|542|granadero baigorria,1,APTO_ENTRENAMIENTO,
DG-0646,Santa Fe,1918,Granadero Baigorria,No especificado,-32.8540186,-60.7136754,0.977582,"1918, Avenida Santa Fe, Granadero Baigorria, Municipio de Granadero Baigorria, Gran Rosario, Departamento Rosario, Santa Fe, 2152, Argentina",santa fe|1918|granadero baigorria,1,APTO_ENTRENAMIENTO,
DG-0647,Roca,763,Granadero Baigorria,Santa Rita,-32.8382514,-60.7037792,2.161834,"Julio A. Roca, Santa Rita, Granadero Baigorria, Municipio de Granadero Baigorria, Gran Rosario, Departamento Rosario, Santa Fe, 2152, Argentina",roca|763|granadero baigorria,1,APTO_ENTRENAMIENTO,
DG-0648,Pancho Ramírez,576,Granadero Baigorria,No especificado,-32.8537103,-60.7151455,0.843167,"576, Pancho Ramírez, Granadero Baigorria, Municipio de Granadero Baigorria, Gran Rosario, Departamento Rosario, Santa Fe, 2152, Argentina",pancho ramirez|576|granadero baigorria,2,APTO_ENTRENAMIENTO,
DG-0649,El Bagual,3323,Roldán,Punta Chacra,-32.9122088,-60.9332204,20.862888,"El Bagual, Punta Chacra, Roldán, Municipio de Roldán, Gran Rosario, Departamento San Lorenzo, Santa Fe, S2134, Argentina",el bagual|3323|roldan,1,APTO_ENTRENAMIENTO,
DG-0650,Friuli,1351,Rosario,Antártida Argentina,-32.9372304,-60.7352786,9.826091,"Friuli, Antártida Argentina, Distrito Noroeste, Rosario, Municipio de Rosario, Gran Rosario, Departamento Rosario, Santa Fe, S2000, Argentina",friuli|1351|rosario,1,APTO_ENTRENAMIENTO,
