registro_id,calle,altura,ciudad,barrio,latitud,longitud,distancia_corralon_km,direccion_osm,clave_direccion_fuente,frecuencia_direccion_fuente,estado_calidad,motivo_revision
DG-0001,Los Andes,2311,Granadero Baigorria,Los Robles,-32.8403283,-60.7165990,1.166228,"Los Andes, Los Robles, Granadero Baigorria, Municipio de Granadero Baigorria, Gran Rosario, Departamento Rosario, Santa Fe, 2152, Argentina",los andes|2311|granadero baigorria,1,APTO_ENTRENAMIENTO,
DG-0002,Quito,1516,Granadero Baigorria,Nuestra Señora de La Paz,-32.8622021,-60.7295548,1.552525,"Quito, Nuestra Señora de La Paz, Municipio de Granadero Baigorria, Gran Rosario, Departamento Rosario, Santa Fe, 2152, Argentina",quito|1516|granadero baigorria,1,APTO_ENTRENAMIENTO,
DG-0003,José Hernández,2027,Granadero Baigorria,No especificado,-32.8548543,-60.7224465,0.595618,"2027, José Hernández, Granadero Baigorria, Municipio de Granadero Baigorria, Gran Rosario, Departamento Rosario, Santa Fe, 2152, Argentina",jose hernandez|2027|granadero baigorria,3,APTO_ENTRENAMIENTO,
DG-0004,Callao,1476,Granadero Baigorria,San Miguel,-32.8596591,-60.7233131,1.131257,"1476, Callao, San Miguel, Granadero Baigorria, Municipio de Granadero Baigorria, Gran Rosario, Departamento Rosario, Santa Fe, 2152, Argentina",callao|1476|granadero baigorria,2,APTO_ENTRENAMIENTO,
DG-0005,Baigorria,656,Granadero Baigorria,Centro,-32.8583562,-60.7074002,1.731933,"Hierros Baigorria, Centro, Granadero Baigorria, Municipio de Granadero Baigorria, Gran Rosario, Departamento Rosario, Santa Fe, 2152, Argentina",baigorria|656|granadero baigorria,1,APTO_ENTRENAMIENTO,
DG-0006,Los Plátanos,528,Granadero Baigorria,Los Naranjos,-32.8648612,-60.7007381,2.665998,"Los Plátanos, Los Naranjos, Granadero Baigorria, Municipio de Granadero Baigorria, Gran Rosario, Departamento Rosario, Santa Fe, 2152, Argentina",los platanos|528|granadero baigorria,1,APTO_ENTRENAMIENTO,
DG-0007,Secco,870,Granadero Baigorria,San Miguel,-32.8643700,-60.7126606,1.898659,"870, Pasaje Secco, San Miguel, Granadero Baigorria, Municipio de Granadero Baigorria, Gran Rosario, Departamento Rosario, Santa Fe, 2152, Argentina",secco|870|granadero baigorria,1,APTO_ENTRENAMIENTO,
DG-0008,San Juan,2515,Granadero Baigorria,Santa Rita,-32.8451484,-60.6999207,2.178030,"2515, San Juan, Santa Rita, Granadero Baigorria, Municipio de Granadero Baigorria, Gran Rosario, Departamento Rosario, Santa Fe, 2152, Argentina",san juan|2515|granadero baigorria,1,APTO_ENTRENAMIENTO,
DG-0009,Miguel Cané,1357,Granadero Baigorria,No especificado,-32.8552538,-60.7255166,0.693401,"1357, Miguel Cane, Municipio de Granadero Baigorria, Gran Rosario, Departamento Rosario, Santa Fe, 2152, Argentina",miguel cane|1357|granadero baigorria,2,APTO_ENTRENAMIENTO,
DG-0010,Asunción,644,Granadero Baigorria,Nuestra Señora de La Paz,-32.8636147,-60.7269704,1.620403,"Asunción, Nuestra Señora de La Paz, Municipio de Granadero Baigorria, Gran Rosario, Departamento Rosario, Santa Fe, 2152, Argentina",asuncion|644|granadero baigorria,1,APTO_ENTRENAMIENTO,
DG-0011,Tafí,3212,Rosario,Saladillo,-32.9859689,-60.6265901,17.625885,"Tafí, Villa Manuelita, Saladillo, Distrito Sur, Rosario, Municipio de Rosario, Gran Rosario, Departamento Rosario, Santa Fe, S2000, Argentina",tafi|3212|rosario,1,APTO_ENTRENAMIENTO,
DG-0012,Jujuy,1050,Granadero Baigorria,Santa Rita,-32.8376724,-60.7047243,2.129601,"Jujuy Pasage, Santa Rita, Granadero Baigorria, Municipio de Granadero Baigorria, Gran Rosario, Departamento Rosario, Santa Fe, 2152, Argentina",jujuy|1050|granadero baigorria,1,APTO_ENTRENAMIENTO,
DG-0013,Pueyrredón,576,Granadero Baigorria,Centro,-32.8615431,-60.7041803,2.184141,"Pueyrredon, Centro, Granadero Baigorria, Municipio de Granadero Baigorria, Gran Rosario, Departamento Rosario, Santa Fe, 2152, Argentina",pueyrredon|576|granadero baigorria,1,APTO_ENTRENAMIENTO,
DG-0014,Rosales,3269,Funes,Zona 2,-32.9316751,-60.8274034,13.384850,"3269, Rosales, La Cardera, Zona 2, Funes, Municipio de Funes, Gran Rosario, Departamento Rosario, Santa Fe, S2132, Argentina",rosales|3269|funes,1,APTO_ENTRENAMIENTO,
DG-0015,San Lorenzo,2516,Granadero Baigorria,Centro,-32.8616732,-60.7074209,1.963779,"San Lorenzo, Centro, Granadero Baigorria, Municipio de Granadero Baigorria, Gran Rosario, Departamento Rosario, Santa Fe, 2152, Argentina",san lorenzo|2516|granadero baigorria,1,APTO_ENTRENAMIENTO,
DG-0016,Rioja,3571,Granadero Baigorria,Santa Rita,-32.8434584,-60.6992172,2.290097,"Rioja, Santa Rita, Granadero Baigorria, Municipio de Granadero Baigorria, Gran Rosario, Departamento Rosario, Santa Fe, 2152, Argentina",rioja|3571|granadero baigorria,1,APTO_ENTRENAMIENTO,
DG-0017,Troilo,3243,Rosario,Tango,-32.9466611,-60.7545853,11.207572,"Anibal Troilo, Tango, Distrito Noroeste, Rosario, Municipio de Rosario, Gran Rosario, Departamento Rosario, Santa Fe, S2000, Argentina",troilo|3243|rosario,1,APTO_ENTRENAMIENTO,
DG-0018,Estrada,1309,Granadero Baigorria,El Paraíso,-32.8579674,-60.7018924,2.155706,"José Manuel Estrada, El Paraíso, Granadero Baigorria, Municipio de Granadero Baigorria, Gran Rosario, Departamento Rosario, Santa Fe, 2152, Argentina",estrada|1309|granadero baigorria,1,APTO_ENTRENAMIENTO,
DG-0019,Agrelo,2510,Rosario,Alberdi,-32.8893127,-60.6924434,5.249550,"2510, Pedro José Agrelo, Alberdi, Distrito Norte, Rosario, Municipio de Rosario, Gran Rosario, Departamento Rosario, Santa Fe, S2000, Argentina",agrelo|2510|rosario,1,APTO_ENTRENAMIENTO,
DG-0020,Junín,1846,Granadero Baigorria,No especificado,-32.8560387,-60.7192074,0.795065,"1846, Junín, Granadero Baigorria, Municipio de Granadero Baigorria, Gran Rosario, Departamento Rosario, Santa Fe, 2152, Argentina",junin|1846|granadero baigorria,1,APTO_ENTRENAMIENTO,
DG-0021,Pasco,992,Granadero Baigorria,San Miguel,-32.8618637,-60.7191056,1.414087,"992, Pasco, San Miguel, Granadero Baigorria, Municipio de Granadero Baigorria, Gran Rosario, Departamento Rosario, Santa Fe, 2152, Argentina",pasco|992|granadero baigorria,1,APTO_ENTRENAMIENTO,
DG-0022,Mitre,1112,Granadero Baigorria,San Miguel,-32.8612500,-60.7213806,1.311871,"1112, Mitre, San Miguel, Granadero Baigorria, Municipio de Granadero Baigorria, Gran Rosario, Departamento Rosario, Santa Fe, 2152, Argentina",mitre|1112|granadero baigorria,3,APTO_ENTRENAMIENTO,
DG-0023,Las Heras,1052,Granadero Baigorria,San Miguel,-32.8632399,-60.7197188,1.552132,"1052, Las Heras, San Miguel, Granadero Baigorria, Municipio de Granadero Baigorria, Gran Rosario, Departamento Rosario, Santa Fe, 2152, Argentina",las heras|1052|granadero baigorria,2,APTO_ENTRENAMIENTO,
DG-0024,Calle 11,2457,Granadero Baigorria,Los Robles,-32.8468181,-60.7125216,0.992328,"2457, Calle 11, Bon Vivant, Los Robles, Granadero Baigorria, Municipio de Granadero Baigorria, Gran Rosario, Departamento Rosario, Santa Fe, 2152, Argentina",calle 11|2457|granadero baigorria,1,APTO_ENTRENAMIENTO,
DG-0025,Calle 9,2324,Granadero Baigorria,Los Robles,-32.8488692,-60.7100818,1.176437,"2324, Calle 9, Bon Vivant, Los Robles, Granadero Baigorria, Municipio de Granadero Baigorria, Gran Rosario, Departamento Rosario, Santa Fe, 2152, Argentina",calle 9|2324|granadero baigorria,1,APTO_ENTRENAMIENTO,
DG-0026,Lima,1756,Granadero Baigorria,Nuestra Señora de La Paz,-32.8628299,-60.7283980,1.576308,"Lima, Nuestra Señora de La Paz, Municipio de Granadero Baigorria, Gran Rosario, Departamento Rosario, Santa Fe, 2152, Argentina",lima|1756|granadero baigorria,2,APTO_ENTRENAMIENTO,
DG-0027,Catriel,884,Granadero Baigorria,No especificado,-32.8563519,-60.7188889,0.839056,"884, Catriel, Granadero Baigorria, Municipio de Granadero Baigorria, Gran Rosario, Departamento Rosario, Santa Fe, 2152, Argentina",catriel|884|granadero baigorria,1,APTO_ENTRENAMIENTO,
DG-0028,La Loma,189,Rosario,Antártida Argentina,-32.9399852,-60.7334580,10.111892,"La Loma, Avenida Mendoza, Antártida Argentina, Distrito Noroeste, Rosario, Municipio de Rosario, Gran Rosario, Departamento Rosario, Santa Fe, S2000, Argentina",la loma|189|rosario,1,APTO_ENTRENAMIENTO,
DG-0029,Namuncurá,933,Granadero Baigorria,No especificado,-32.8554403,-60.7186713,0.757992,"933, Namuncurá, Granadero Baigorria, Municipio de Granadero Baigorria, Gran Rosario, Departamento Rosario, Santa Fe, 2152, Argentina",namuncura|933|granadero baigorria,3,APTO_ENTRENAMIENTO,
DG-0030,Liniers,2496,Granadero Baigorria,No especificado,-32.8487857,-60.7184239,0.402980,"2496, Liniers, Granadero Baigorria, Municipio de Granadero Baigorria, Gran Rosario, Departamento Rosario, Santa Fe, 2152, Argentina",liniers|2496|granadero baigorria,1,APTO_ENTRENAMIENTO,
DG-0031,Güemes,195,Granadero Baigorria,Santa Rita,-32.8394751,-60.7033113,2.123122,"Martin Güemes, Santa Rita, Granadero Baigorria, Municipio de Granadero Baigorria, Gran Rosario, Departamento Rosario, Santa Fe, 2152, Argentina",guemes|195|granadero baigorria,1,APTO_ENTRENAMIENTO,
DG-0032,Artigas,2785,Granadero Baigorria,Los Robles,-32.8426750,-60.7120540,1.247566,"2785, Artigas, Los Robles, Granadero Baigorria, Municipio de Granadero Baigorria, Gran Rosario, Departamento Rosario, Santa Fe, 2152, Argentina",artigas|2785|granadero baigorria,1,APTO_ENTRENAMIENTO,
DG-0033,6 de Enero,635,Granadero Baigorria,Los Robles,-32.8367167,-60.7153346,1.577378,"8 de Enero, Los Robles, Granadero Baigorria, Municipio de Granadero Baigorria, Gran Rosario, Departamento Rosario, Santa Fe, 2152, Argentina",6 de enero|635|granadero baigorria,2,APTO_ENTRENAMIENTO,
DG-0034,Colón,1840,Granadero Baigorria,Los Robles,-32.8399090,-60.7106958,1.544436,"Cristobal Colón, Los Robles, Granadero Baigorria, Municipio de Granadero Baigorria, Gran Rosario, Departamento Rosario, Santa Fe, 2152, Argentina",colon|1840|granadero baigorria,2,APTO_ENTRENAMIENTO,
DG-0035,Mansilla,785,Granadero Baigorria,No especificado,-32.8515018,-60.7179181,0.495126,"Lucio V. Mansilla, Granadero Baigorria, Municipio de Granadero Baigorria, Gran Rosario, Departamento Rosario, Santa Fe, 2152, Argentina",mansilla|785|granadero baigorria,1,APTO_ENTRENAMIENTO,
DG-0036,Callao,1625,Granadero Baigorria,No especificado,-32.8580185,-60.7237268,0.952445,"1625, Callao, Granadero Baigorria, Municipio de Granadero Baigorria, Gran Rosario, Departamento Rosario, Santa Fe, 2152, Argentina",callao|1625|granadero baigorria,1,APTO_ENTRENAMIENTO,
DG-0037,Las Acacias,8140,Ibarlucea,Autostrada,-32.8668868,-60.7289575,2.020957,"8140, Las Acacias, Autostrada, Ybarlucea, Municipio de Ybarlucea, Gran Rosario, Departamento Rosario, Santa Fe, S2142, Argentina",las acacias|8140|ibarlucea,2,APTO_ENTRENAMIENTO,
DG-0038,Godoy,,Rosario,Godoy,-32.9650858,-60.7211951,12.853226,"Godoy, Rosario, Municipio de Rosario, Gran Rosario, Departamento Rosario, Santa Fe, S2009, Argentina",godoy||rosario,1,APTO_ENTRENAMIENTO,
DG-0039,Calle 362,,Granadero Baigorria,Los Robles,-32.8500470,-60.7128305,0.919573,"362, Intendente Sorigotti, Bon Vivant, Los Robles, Granadero Baigorria, Municipio de Granadero Baigorria, Gran Rosario, Departamento Rosario, Santa Fe, 2152, Argentina",calle 362||granadero baigorria,1,APTO_ENTRENAMIENTO,
DG-0040,Los Horneros,3361,Piñero,Pinares del Sur,-33.0872744,-60.7076473,26.476310,"Los Horneros, Pinares del Sur, Piñero, Municipio de Piñero, Departamento Rosario, Santa Fe, S2119, Argentina",los horneros|3361|pinero,1,APTO_ENTRENAMIENTO,
DG-0041,Av. Rosas,,Rosario,Rosario Centro,-32.9584514,-60.6337491,14.685212,"Avenida Pellegrini y Juan Manuel de Rosas, Avenida Carlos Pellegrini, Paseo Pellegrini, Rosario Centro, Distrito Centro, Rosario, Municipio de Rosario, Gran Rosario, Departamento Rosario, Santa Fe, S2000, Argentina",av. rosas||rosario,1,APTO_ENTRENAMIENTO,
DG-0042,Lugones,271,Granadero Baigorria,No especificado,-32.8578680,-60.7193536,0.980131,"Leopoldo Lugones, Granadero Baigorria, Municipio de Granadero Baigorria, Gran Rosario, Departamento Rosario, Santa Fe, 2152, Argentina",lugones|271|granadero baigorria,1,APTO_ENTRENAMIENTO,
DG-0043,Av. Los Rosales,98,Capitán Bermúdez,No especificado,-32.8332852,-60.7219121,1.804401,"98, Avenida Los Rosales, Capitán Bermudez, Municipio de Capitán Bermudez, Gran Rosario, Departamento San Lorenzo, Santa Fe, S2154, Argentina",av. los rosales|98|capitan bermudez,1,APTO_ENTRENAMIENTO,
DG-0044,José Hernández,1998,Granadero Baigorria,No especificado,-32.8552613,-60.7223470,0.641199,"1998, José Hernández, Granadero Baigorria, Municipio de Granadero Baigorria, Gran Rosario, Departamento Rosario, Santa Fe, 2152, Argentina",jose hernandez|1998|granadero baigorria,2,APTO_ENTRENAMIENTO,
DG-0045,Calle 6,2348,Granadero Baigorria,Los Robles,-32.8478831,-60.7076273,1.415112,"2348, Crucero General Belgrano, Bon Vivant, Los Robles, Granadero Baigorria, Municipio de Granadero Baigorria, Gran Rosario, Departamento Rosario, Santa Fe, 2152, Argentina",calle 6|2348|granadero baigorria,3,APTO_ENTRENAMIENTO,
DG-0046,Calle 12,2580,Granadero Baigorria,Los Robles,-32.8474934,-60.7133470,0.897522,"Calle 12, Bon Vivant, Los Robles, Granadero Baigorria, Municipio de Granadero Baigorria, Gran Rosario, Departamento Rosario, Santa Fe, 2152, Argentina",calle 12|2580|granadero baigorria,2,APTO_ENTRENAMIENTO,
DG-0047,Maestro Massa,,Rosario,La Florida,-32.8756164,-60.7028470,3.443116,"Maestro Massa, La Florida, Celedonio Escalada, Distrito Norte, Rosario, Municipio de Rosario, Gran Rosario, Departamento Rosario, Santa Fe, S2000, Argentina",maestro massa||rosario,1,APTO_ENTRENAMIENTO,
DG-0048,Quiroga,,Granadero Baigorria,No especificado,-32.8551502,-60.7216756,0.634808,"Facundo Quiroga, Granadero Baigorria, Municipio de Granadero Baigorria, Gran Rosario, Departamento Rosario, Santa Fe, 2152, Argentina",quiroga||granadero baigorria,2,APTO_ENTRENAMIENTO,
DG-0049,Moreno,1473,Granadero Baigorria,Centro,-32.8633748,-60.7052683,2.239862,"Moreno, Centro, Granadero Baigorria, Municipio de Granadero Baigorria, Gran Rosario, Departamento Rosario, Santa Fe, 2152, Argentina",moreno|1473|granadero baigorria,1,APTO_ENTRENAMIENTO,
DG-0050,Amazonas,1358,Rosario,Bella Vista,-32.9684511,-60.6822675,13.753520,"Amazonas, Bella Vista, Distrito Suroeste, Rosario, Municipio de Rosario, Gran Rosario, Departamento Rosario, Santa Fe, S2000, Argentina",amazonas|1358|rosario,1,APTO_ENTRENAMIENTO,
DG-0051,Asunción,1361,Granadero Baigorria,Nuestra Señora de La Paz,-32.8636147,-60.7269704,1.620403,"Asunción, Nuestra Señora de La Paz, Municipio de Granadero Baigorria, Gran Rosario, Departamento Rosario, Santa Fe, 2152, Argentina",asuncion|1361|granadero baigorria,2,APTO_ENTRENAMIENTO,
DG-0052,Namuncurá,458,Granadero Baigorria,No especificado,-32.8541291,-60.7132794,1.015665,"458, Namuncurá, Granadero Baigorria, Municipio de Granadero Baigorria, Gran Rosario, Departamento Rosario, Santa Fe, 2152, Argentina",namuncura|458|granadero baigorria,2,APTO_ENTRENAMIENTO,
DG-0053,Calle 6,2348,Granadero Baigorria,Los Robles,-32.8478831,-60.7076273,1.415112,"2348, Crucero General Belgrano, Bon Vivant, Los Robles, Granadero Baigorria, Municipio de Granadero Baigorria, Gran Rosario, Departamento Rosario, Santa Fe, 2152, Argentina",calle 6|2348|granadero baigorria,3,APTO_ENTRENAMIENTO,
DG-0054,Calle 4,266,Granadero Baigorria,Los Robles,-32.8456769,-60.7111457,1.156005,"Intendente Ansoleaga, Bon Vivant, Los Robles, Granadero Baigorria, Municipio de Granadero Baigorria, Gran Rosario, Departamento Rosario, Santa Fe, 2152, Argentina",calle 4|266|granadero baigorria,1,APTO_ENTRENAMIENTO,
DG-0055,Onas,934,Granadero Baigorria,No especificado,-32.8526409,-60.7209513,0.383666,"934, Pasaje Onás, Granadero Baigorria, Municipio de Granadero Baigorria, Gran Rosario, Departamento Rosario, Santa Fe, 2152, Argentina",onas|934|granadero baigorria,1,APTO_ENTRENAMIENTO,
DG-0056,Facundo,1352,Granadero Baigorria,No especificado,-32.8551502,-60.7216756,0.634808,"Facundo Quiroga, Granadero Baigorria, Municipio de Granadero Baigorria, Gran Rosario, Departamento Rosario, Santa Fe, 2152, Argentina",facundo|1352|granadero baigorria,1,APTO_ENTRENAMIENTO,
DG-0057,Jorge Newbery,1371,Granadero Baigorria,No especificado,-32.8564919,-60.7257272,0.828741,"1371, Jorge Newbery, Municipio de Granadero Baigorria, Gran Rosario, Departamento Rosario, Santa Fe, 2152, Argentina",jorge newbery|1371|granadero baigorria,1,APTO_ENTRENAMIENTO,
DG-0058,José Hernández,1843,Granadero Baigorria,No especificado,-32.8563688,-60.7220350,0.765889,"1843, José Hernández, Granadero Baigorria, Municipio de Granadero Baigorria, Gran Rosario, Departamento Rosario, Santa Fe, 2152, Argentina",jose hernandez|1843|granadero baigorria,2,APTO_ENTRENAMIENTO,
DG-0059,Balcarce,971,Granadero Baigorria,San Miguel,-32.8640451,-60.7180654,1.673084,"971, Balcarce, San Miguel, Granadero Baigorria, Municipio de Granadero Baigorria, Gran Rosario, Departamento Rosario, Santa Fe, 2152, Argentina",balcarce|971|granadero baigorria,1,APTO_ENTRENAMIENTO,
DG-0060,Namuncurá,961,Granadero Baigorria,No especificado,-32.8557593,-60.7202303,0.731808,"961, Namuncurá, Granadero Baigorria, Municipio de Granadero Baigorria, Gran Rosario, Departamento Rosario, Santa Fe, 2152, Argentina",namuncura|961|granadero baigorria,2,APTO_ENTRENAMIENTO,
DG-0061,Mitre,1174,Granadero Baigorria,San Miguel,-32.8614801,-60.7222913,1.332490,"1174, Mitre, San Miguel, Granadero Baigorria, Municipio de Granadero Baigorria, Gran Rosario, Departamento Rosario, Santa Fe, 2152, Argentina",mitre|1174|granadero baigorria,2,APTO_ENTRENAMIENTO,
DG-0062,Vicente López,554,Granadero Baigorria,San Miguel,-32.8636104,-60.7113622,1.890462,"554, Vicente López, San Miguel, Granadero Baigorria, Municipio de Granadero Baigorria, Gran Rosario, Departamento Rosario, Santa Fe, 2152, Argentina",vicente lopez|554|granadero baigorria,2,APTO_ENTRENAMIENTO,
DG-0063,Moreno,147,Granadero Baigorria,Centro,-32.8630898,-60.7044212,2.276720,"147, Moreno, Centro, Granadero Baigorria, Municipio de Granadero Baigorria, Gran Rosario, Departamento Rosario, Santa Fe, 2152, Argentina",moreno|147|granadero baigorria,2,APTO_ENTRENAMIENTO,
DG-0064,Mitre,1174,Granadero Baigorria,San Miguel,-32.8614801,-60.7222913,1.332490,"1174, Mitre, San Miguel, Granadero Baigorria, Municipio de Granadero Baigorria, Gran Rosario, Departamento Rosario, Santa Fe, 2152, Argentina",mitre|1174|granadero baigorria,2,APTO_ENTRENAMIENTO,
DG-0065,Av. Buenos Aires,2859,Granadero Baigorria,Centro,-32.8593797,-60.7098640,1.622906,"Avenida Buenos Aires, Centro, Granadero Baigorria, Municipio de Granadero Baigorria, Gran Rosario, Departamento Rosario, Santa Fe, 2152, Argentina",av. buenos aires|2859|granadero baigorria,1,APTO_ENTRENAMIENTO,
DG-0066,Alem,168,Granadero Baigorria,No especificado,-32.8371272,-60.7073669,1.983006,"168, Leandro N. Alem, Granadero Baigorria, Municipio de Granadero Baigorria, Gran Rosario, Departamento Rosario, Santa Fe, 2152, Argentina",alem|168|granadero baigorria,1,APTO_ENTRENAMIENTO,
DG-0067,Jujuy,2210,Granadero Baigorria,Santa Rita,-32.8376724,-60.7047243,2.129601,"Jujuy Pasage, Santa Rita, Granadero Baigorria, Municipio de Granadero Baigorria, Gran Rosario, Departamento Rosario, Santa Fe, 2152, Argentina",jujuy|2210|granadero baigorria,1,APTO_ENTRENAMIENTO,
DG-0068,Santa Fe,2068,Granadero Baigorria,No especificado,-32.8545638,-60.7135316,1.021254,"Avenida Santa Fe, Granadero Baigorria, Municipio de Granadero Baigorria, Gran Rosario, Departamento Rosario, Santa Fe, 2152, Argentina",santa fe|2068|granadero baigorria,2,APTO_ENTRENAMIENTO,
DG-0069,Teniente Güemes,,Pérez,Parque Güemes,-32.9963134,-60.7803192,17.189283,"Teniente Coronel Pablo Richieri, Parque Güemes, Pérez, Municipio de Pérez, Gran Rosario, Departamento Rosario, Santa Fe, S2121, Argentina",teniente guemes||perez,1,APTO_ENTRENAMIENTO,
DG-0070,Av. Alvear,2428,Granadero Baigorria,Centro,-32.8591147,-60.7033762,2.094076,"Avenida San Martín y Alvear, Avenida José de San Martín, Centro, Granadero Baigorria, Municipio de Granadero Baigorria, Gran Rosario, Departamento Rosario, Santa Fe, 2152, Argentina",av. alvear|2428|granadero baigorria,1,APTO_ENTRENAMIENTO,
DG-0071,Candelaria,808,Funes,Zona 5,-32.9082855,-60.8113797,10.553618,"808, Candelaria, Rudof, Zona 5, Funes, Municipio de Funes, Gran Rosario, Departamento Rosario, Santa Fe, S2132, Argentina",candelaria|808|funes,1,APTO_ENTRENAMIENTO,
DG-0072,Ituzaingó,1044,Granadero Baigorria,San Miguel,-32.8622297,-60.7125083,1.703331,"1044, Ituzaingó, San Miguel, Granadero Baigorria, Municipio de Granadero Baigorria, Gran Rosario, Departamento Rosario, Santa Fe, 2152, Argentina",ituzaingo|1044|granadero baigorria,1,APTO_ENTRENAMIENTO,
DG-0073,Calle 7,2476,Granadero Baigorria,Los Robles,-32.8457819,-60.7091734,1.325375,"2476, Calle 7, Bon Vivant, Los Robles, Granadero Baigorria, Municipio de Granadero Baigorria, Gran Rosario, Departamento Rosario, Santa Fe, 2152, Argentina",calle 7|2476|granadero baigorria,1,APTO_ENTRENAMIENTO,
DG-0074,Quiroga,,Granadero Baigorria,No especificado,-32.8551502,-60.7216756,0.634808,"Facundo Quiroga, Granadero Baigorria, Municipio de Granadero Baigorria, Gran Rosario, Departamento Rosario, Santa Fe, 2152, Argentina",quiroga||granadero baigorria,2,APTO_ENTRENAMIENTO,
DG-0075,Suipacha,1034,Granadero Baigorria,San Miguel,-32.8641806,-60.7200919,1.649780,"1034, Suipacha, San Miguel, Granadero Baigorria, Municipio de Granadero Baigorria, Gran Rosario, Departamento Rosario, Santa Fe, 2152, Argentina",suipacha|1034|granadero baigorria,1,APTO_ENTRENAMIENTO,
DG-0076,Mitre,873,Granadero Baigorria,San Miguel,-32.8602940,-60.7177364,1.285041,"873, Mitre, San Miguel, Granadero Baigorria, Municipio de Granadero Baigorria, Gran Rosario, Departamento Rosario, Santa Fe, 2152, Argentina",mitre|873|granadero baigorria,3,APTO_ENTRENAMIENTO,
DG-0077,Pasaje 608,4274,Granadero Baigorria,San Miguel,-32.8611501,-60.7132030,1.567532,"608, Pasaje E. Carriego, San Miguel, Granadero Baigorria, Municipio de Granadero Baigorria, Gran Rosario, Departamento Rosario, Santa Fe, 2152, Argentina",pasaje 608|4274|granadero baigorria,1,APTO_ENTRENAMIENTO,
DG-0078,Junín,3479,Granadero Baigorria,No especificado,-32.8549593,-60.7196408,0.669027,"Junín, Granadero Baigorria, Municipio de Granadero Baigorria, Gran Rosario, Departamento Rosario, Santa Fe, 2152, Argentina",junin|3479|granadero baigorria,1,APTO_ENTRENAMIENTO,
DG-0079,Perito Moreno,525,Granadero Baigorria,No especificado,-32.8518037,-60.7150101,0.758492,"525, Perito Moreno, Granadero Baigorria, Municipio de Granadero Baigorria, Gran Rosario, Departamento Rosario, Santa Fe, 2152, Argentina",perito moreno|525|granadero baigorria,1,APTO_ENTRENAMIENTO,
DG-0080,La Cautiva,1355,Granadero Baigorria,Bon Vivant,-32.8545260,-60.7125890,1.093638,"La Cautiva, Bon Vivant, Granadero Baigorria, Municipio de Granadero Baigorria, Gran Rosario, Departamento Rosario, Santa Fe, 2152, Argentina",la cautiva|1355|granadero baigorria,1,APTO_ENTRENAMIENTO,
DG-0081,Pancho Ramirez,831,Granadero Baigorria,No especificado,-32.8544692,-60.7188454,0.657072,"831, Pancho Ramírez, Granadero Baigorria, Municipio de Granadero Baigorria, Gran Rosario, Departamento Rosario, Santa Fe, 2152, Argentina",pancho ramirez|831|granadero baigorria,1,APTO_ENTRENAMIENTO,
DG-0082,Lima,1846,Granadero Baigorria,Nuestra Señora de La Paz,-32.8628299,-60.7283980,1.576308,"Lima, Nuestra Señora de La Paz, Municipio de Granadero Baigorria, Gran Rosario, Departamento Rosario, Santa Fe, 2152, Argentina",lima|1846|granadero baigorria,1,APTO_ENTRENAMIENTO,
DG-0083,La Cautiva,1765,Granadero Baigorria,Bon Vivant,-32.8552170,-60.7124397,1.146399,"1765, La Cautiva, Bon Vivant, Granadero Baigorria, Municipio de Granadero Baigorria, Gran Rosario, Departamento Rosario, Santa Fe, 2152, Argentina",la cautiva|1765|granadero baigorria,1,APTO_ENTRENAMIENTO,
DG-0084,Callao,1052,Granadero Baigorria,San Miguel,-32.8644043,-60.7217203,1.659507,"1052, Callao, San Miguel, Granadero Baigorria, Municipio de Granadero Baigorria, Gran Rosario, Departamento Rosario, Santa Fe, 2152, Argentina",callao|1052|granadero baigorria,3,APTO_ENTRENAMIENTO,
DG-0085,Eva Peron,1408,Granadero Baigorria,No especificado,-32.8590438,-60.7304880,1.289062,"Eva Perón, Municipio de Granadero Baigorria, Gran Rosario, Departamento Rosario, Santa Fe, 2152, Argentina",eva peron|1408|granadero baigorria,1,APTO_ENTRENAMIENTO,
DG-0086,Eva Peron,1673,Granadero Baigorria,San Miguel,-32.8583409,-60.7125263,1.364214,"Eva Perón, San Miguel, Granadero Baigorria, Municipio de Granadero Baigorria, Gran Rosario, Departamento Rosario, Santa Fe, 2152, Argentina",eva peron|1673|granadero baigorria,2,APTO_ENTRENAMIENTO,
DG-0087,Paine,845,Granadero Baigorria,No especificado,-32.8572471,-60.7181831,0.957235,"845, Paine, Granadero Baigorria, Municipio de Granadero Baigorria, Gran Rosario, Departamento Rosario, Santa Fe, 2152, Argentina",paine|845|granadero baigorria,1,APTO_ENTRENAMIENTO,
DG-0088,Brown,1140,Granadero Baigorria,San Miguel,-32.8601822,-60.7221881,1.188535,"1140, Almirante Brown, San Miguel, Granadero Baigorria, Municipio de Granadero Baigorria, Gran Rosario, Departamento Rosario, Santa Fe, 2152, Argentina",brown|1140|granadero baigorria,1,APTO_ENTRENAMIENTO,
DG-0089,Los Alamos,8158,Ibarlucea,Autostrada,-32.8686370,-60.7291142,2.211802,"8158, Los Álamos, Autostrada, Ybarlucea, Municipio de Ybarlucea, Gran Rosario, Departamento Rosario, Santa Fe, S2142, Argentina",los alamos|8158|ibarlucea,1,APTO_ENTRENAMIENTO,
