version_cache,lat_origen,lon_origen,lat_destino,lon_destino,distancia_metros,tiempo_base_min,fuente_distancia,fuente_tiempo
pedemonte-vial-v1,-32.884300,-60.721600,-32.861700,-60.746300,4290.850000,,ANYLOGIC_ROUTE_PROVIDER,VELOCIDAD_BASE_CONFIG
pedemonte-vial-v1,-32.884300,-60.721600,-32.870300,-60.704900,3728.242000,,ANYLOGIC_ROUTE_PROVIDER,VELOCIDAD_BASE_CONFIG
pedemonte-vial-v1,-32.884300,-60.721600,-32.878500,-60.693800,4844.564000,,ANYLOGIC_ROUTE_PROVIDER,VELOCIDAD_BASE_CONFIG
pedemonte-vial-v1,-32.884300,-60.721600,-32.893000,-60.735200,2334.457000,,ANYLOGIC_ROUTE_PROVIDER,VELOCIDAD_BASE_CONFIG
pedemonte-vial-v1,-32.889450,-60.714250,-32.832150,-60.699350,8583.018000,,ANYLOGIC_ROUTE_PROVIDER,VELOCIDAD_BASE_CONFIG
pedemonte-vial-v1,-32.889450,-60.714250,-32.849501,-60.722653,6954.234000,,ANYLOGIC_ROUTE_PROVIDER,VELOCIDAD_BASE_CONFIG
pedemonte-vial-v1,-32.889450,-60.714250,-32.859250,-60.751050,8905.081000,,ANYLOGIC_ROUTE_PROVIDER,VELOCIDAD_BASE_CONFIG
pedemonte-vial-v1,-32.893000,-60.735200,-32.815600,-60.742100,12051.384000,,ANYLOGIC_ROUTE_PROVIDER,VELOCIDAD_BASE_CONFIG
pedemonte-vial-v1,-32.893000,-60.735200,-32.824800,-60.736900,11811.419000,,ANYLOGIC_ROUTE_PROVIDER,VELOCIDAD_BASE_CONFIG
pedemonte-vial-v1,-32.893000,-60.735200,-32.829200,-60.701800,10611.009000,,ANYLOGIC_ROUTE_PROVIDER,VELOCIDAD_BASE_CONFIG
pedemonte-vial-v1,-32.893000,-60.735200,-32.835700,-60.728600,10890.661000,,ANYLOGIC_ROUTE_PROVIDER,VELOCIDAD_BASE_CONFIG
pedemonte-vial-v1,-32.893000,-60.735200,-32.842900,-60.711500,8906.197000,,ANYLOGIC_ROUTE_PROVIDER,VELOCIDAD_BASE_CONFIG
pedemonte-vial-v1,-32.893000,-60.735200,-32.849501,-60.722653,9302.397000,,ANYLOGIC_ROUTE_PROVIDER,VELOCIDAD_BASE_CONFIG
pedemonte-vial-v1,-32.893000,-60.735200,-32.849900,-60.687500,9403.909000,,ANYLOGIC_ROUTE_PROVIDER,VELOCIDAD_BASE_CONFIG
pedemonte-vial-v1,-32.893000,-60.735200,-32.856200,-60.716800,10193.403000,,ANYLOGIC_ROUTE_PROVIDER,VELOCIDAD_BASE_CONFIG
pedemonte-vial-v1,-32.893000,-60.735200,-32.861700,-60.746300,7123.374000,,ANYLOGIC_ROUTE_PROVIDER,VELOCIDAD_BASE_CONFIG
pedemonte-vial-v1,-32.893000,-60.735200,-32.870300,-60.704900,5395.277000,,ANYLOGIC_ROUTE_PROVIDER,VELOCIDAD_BASE_CONFIG
pedemonte-vial-v1,-32.893000,-60.735200,-32.878500,-60.693800,6511.599000,,ANYLOGIC_ROUTE_PROVIDER,VELOCIDAD_BASE_CONFIG
pedemonte-vial-v1,-32.893000,-60.735200,-32.884300,-60.721600,2367.045000,,ANYLOGIC_ROUTE_PROVIDER,VELOCIDAD_BASE_CONFIG
